DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Message (2009)|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2009|Foreign|1.85:1|112121231017|2010-07-27 00:00:00|184643|2013-11-27 00:00:00|1
Midnight Fly|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2001|Foreign|1.85:1|601641033343|2002-03-19 00:00:00|16055|2013-11-27 00:00:00|1
Migratory Bird|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Foreign|1.85:1|601641693943|2005-11-15 00:00:00|71518|2013-11-27 00:00:00|1
Mike Birbiglia: My Girlfriend's Boyfriend|New Wave Dynamics||Out|2.0|LBX, 16:9|12.95|NR|2013|Comedy|1.78:1|705438032592|2013-11-26 00:00:00|253197|2013-11-26 00:00:00|1
Millennium Dragon (Tai Seng)|Tai Seng||Discontinued|2.0|LBX|14.95|NR|2000|Action/Adventure|1.85:1|601643806945|2001-10-30 00:00:00|13167|2013-11-27 00:00:00|1
Millionaire's Express|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1986|Foreign|1.85:1|601643053745|2000-06-13 00:00:00|3883|2013-11-27 00:00:00|1
Mindcandy, Vol. 3: PC Demos 2003-2010 (DVD & Blu-ray Combo)|Fusecon||Discontinued|2.0|LBX, 16:9, BLU-RAY|25|NR|2011|Special Interest|VAR|759698000594|2012-09-25 00:00:00|233543|2013-11-27 00:00:00|1
Miracle Fighters|Tai Seng||Discontinued|2.0|LBX|14.95|NR|1982|Foreign|1.85:1|601643053844|1999-11-16 00:00:00|3895|2013-11-27 00:00:00|1
Mission (1999)|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1999|Foreign|1.85:1|601643786643|2000-05-23 00:00:00|3905|2013-11-27 00:00:00|1
Moment In Peking: Complete Series|Tai Seng||Discontinued|SUB|4:3|69.95|NR|2005|Foreign|1.33:1|312117130014|2007-09-25 00:00:00|116371|2013-11-27 00:00:00|1
Moment Of Romance|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1990|Foreign|1.85:1|601643054841|2000-02-22 00:00:00|3930|2013-11-27 00:00:00|1
Moment Of Romance II|Mega Star||Discontinued|SUB|LBX, 16:9|14.95|NR|1992|Foreign|1.85:1|112118181011|2007-02-27 00:00:00|102264|2013-11-27 00:00:00|1
Mona Lisa Descending A Staircase|Gratz Film||Discontinued|2.0|4:3|19.95|NR|1992|Animation|1.33:1|759731409322|2004-11-23 00:00:00|52099|2013-11-27 00:00:00|1
Mongkok Story|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1996|Foreign|1.85:1|601643487441|2003-05-20 00:00:00|28730|2013-11-27 00:00:00|1
Monster (2005)|Tai Seng||Discontinued|SUB|LBX|19.95|NR|2005|Foreign|1.85:1|507117666025|2006-05-30 00:00:00|83712|2013-11-27 00:00:00|1
Monster Road (Collector's Edition)|Bright Eye Pictures||Discontinued|2.0|4:3|24.95|NR|2004|Documentary|1.33:1|718122891009|2008-09-30 00:00:00|140625|2013-11-27 00:00:00|1
Moon Warriors (Special Edition)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1993|Foreign|1.85:1|601641336147|2003-06-24 00:00:00|28727|2013-11-27 00:00:00|1
Moon, Star And Sun|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1988|Foreign|1.85:1|601643055541|2003-05-20 00:00:00|28700|2013-11-27 00:00:00|1
Moonlight Express|Tai Seng||Discontinued|5.1|LBX|29.95|NR|1999|Action/Adventure|1.85:1|601643676845|2001-02-13 00:00:00|9550|2013-11-27 00:00:00|1
Moonlight In Tokyo|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2005|Foreign|1.85:1|112117576023|2006-05-30 00:00:00|83432|2013-11-27 00:00:00|1
Mosby's Essentials For Nursing Assistants + Mosby's Nursing Assistant Skills DVD Student Version 3.0 (Book w/ DVD)|Mosby||Out|2.0|4:3|70.95|NR|2013|Special Interest|1.33:1|9780323265294|2013-12-02 00:00:00|253890|2013-11-26 00:00:00|1
Mosby's Essentials For Nursing Assistants + Workbook + Mosby's Nursing Assistant Skills DVD Student Version 3.0 (Book w/ DVD)|Mosby||Out|2.0|4:3|87.95|NR|2013|Special Interest|1.33:1|9780323265287|2013-12-02 00:00:00|253895|2013-11-26 00:00:00|1
Most Wanted (1994)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1994|Action/Adventure|1.85:1|601643358949|2001-07-17 00:00:00|11529|2013-11-27 00:00:00|1
Mr. Cinema|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2007|Foreign|1.85:1|112119024010|2008-08-26 00:00:00|140168|2013-11-27 00:00:00|1
Mr. Vampire (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1985|Foreign|1.85:1|601643677743|2000-12-05 00:00:00|4028|2013-11-27 00:00:00|1
Mr. Vampire 3|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1987|Foreign|1.85:1|601643056944|2003-06-17 00:00:00|27347|2013-11-27 00:00:00|1
Muay Thai Legends: Thailand Vs. Netherlands With Several Champions|BayView Films||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|874482005132|2013-11-26 00:00:00|252075|2013-11-26 00:00:00|1
Murdoch Mysteries: Season 6|Acorn Media||Out|2.0|LBX, 16:9|59.99|NR|2013|TV Classics|1.78:1|054961213597|2013-11-26 00:00:00|251720|2013-11-26 00:00:00|1
Murdoch Mysteries: Season 6 (Blu-ray)|Acorn Media||Out|2.0 DTS-HD|LBX, 16:9, BLU-RAY|59.99|NR|2013|TV Classics|1.78:1|054961213696|2013-11-26 00:00:00|251722|2013-11-26 00:00:00|1
My Airhostess Roommate|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2009|Foreign|1.85:1|112121731012|2011-01-25 00:00:00|196553|2013-11-27 00:00:00|1
My American Grandson|Tai Seng||Discontinued|5.1|4:3 P&S, LBX|14.95|NR|1990|Drama|1.85:1|601643057743|2004-03-16 00:00:00|38778|2013-11-27 00:00:00|1
My Depraved Brothers|Tai Seng||Discontinued|SUB|4:3|59.95|NR|UNK|Foreign|1.33:1|312719719013|2010-07-27 00:00:00|184639|2013-11-27 00:00:00|1
My Dream Girl|Tai Seng||Discontinued|SUB|LBX|17.95|NR|2003|Foreign|1.85:1|601641420242|2004-02-17 00:00:00|37247|2013-11-27 00:00:00|1
My Fair Lady (2011)|Tai Seng||Discontinued|SUB|4:3|39.95|NR|2011|Foreign|1.33:1|652722246015|2011-06-28 00:00:00|208819|2013-11-27 00:00:00|1
My Kung Fu 12 Kicks (Special Edition/ Tai Seng)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1986|Action/Adventure|1.33:1|601643840840|2002-05-28 00:00:00|17337|2013-11-27 00:00:00|1
My Left Eye Sees Ghosts|Tai Seng||Discontinued|5.1/DTS|LBX, 16:9|9.95|NR|2002|Comedy|1.85:1|601641211048|2002-11-26 00:00:00|21916|2013-11-27 00:00:00|1
My Lucky Star|Tai Seng||Discontinued|SUB|4:3|19.95|NR|2003|Action/Adventure|1.33:1|601641331340|2005-08-23 00:00:00|66598|2013-11-27 00:00:00|1
My Name Is Fame|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2006|Foreign|1.85:1|112118207018|2007-02-27 00:00:00|102364|2013-11-27 00:00:00|1
My Sassy Girl II|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|UNK|Foreign|1.85:1|112122101012|2011-05-31 00:00:00|208272|2013-11-27 00:00:00|1
My Schoolmate, The Barbarian (Special Edition)|Tai Seng||Discontinued|5.1/DTS|LBX|14.95|NR|2001|Action/Adventure|1.85:1|601641039741|2003-04-22 00:00:00|23757|2013-11-27 00:00:00|1
My Wife Is A Gambling Maestro|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|UNK|Foreign|1.85:1|112119824016|2008-10-28 00:00:00|145628|2013-11-27 00:00:00|1
My Wife's Lover|Tai Seng||Discontinued|SUB|4:3, LBX|14.95|NR|1992|Foreign|1.85:1|601643757841|2000-05-23 00:00:00|4103|2013-11-27 00:00:00|1
Myn Bala: Warriors Of The Steppe|Virgil Films and Entertainment||Out|SUB|LBX, 16:9|19.99|NR|2012|Foreign|1.85:1|829567096420|2013-11-26 00:00:00|251946|2013-11-26 00:00:00|1
Mystery Science Theater 3000: 25th Anniversary Edition (Limited Edition Collector's Tin)|Shout! Factory||Out|2.0|4:3|64.99|NR|VAR|TV Classics|1.33:1|826663144253|2013-11-26 00:00:00|251006|2013-11-26 00:00:00|1
Myths And Logic Of Shaolin Kung Fu|Tai Seng||Discontinued|DUB|4:3|14.95|NR|2001|Special Interest|1.33:1|601641294843|2003-02-11 00:00:00|23758|2013-11-27 00:00:00|1
Naked Killer (Tai Seng/ Dubbed)|Tai Seng||Discontinued|DUB|LBX|29.95|NR|1992|Action/Adventure|1.85:1|601643671345|2000-05-23 00:00:00|8287|2013-11-27 00:00:00|1
National Geographic: Inside The American Mob|National Geographic Video||Out|2.0|LBX, 16:9|29.93|NR|2013|Documentary|1.78:1|727994932451|2013-11-26 00:00:00|252447|2013-11-26 00:00:00|1
National Geographic: Secret Life Of Predators|National Geographic Video||Out|2.0|LBX, 16:9|19.97|NR|2013|Documentary|1.78:1|727994755432|2013-11-26 00:00:00|251014|2013-11-26 00:00:00|1
Needing You|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2000|Action/Adventure|1.85:1|601643841441|2001-02-13 00:00:00|9551|2013-11-27 00:00:00|1
Nero's Golden House|Reiner Holzemer Film||Discontinued|2.0|4:3|24.95|NR|2001|Documentary|1.33:1|880198092793|2009-04-28 00:00:00|156140|2013-11-27 00:00:00|1
Never Compromise|Tai Seng||Discontinued|5.1|LBX|14.98|NR|1999|Action/Adventure|1.85:1|601643778846|2003-02-11 00:00:00|23759|2013-11-27 00:00:00|1
New Blood (2002)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2002|Foreign|1.85:1|601641287845|2010-06-29 00:00:00|182510|2013-11-27 00:00:00|1
New Crouching Tiger, Hidden Dragon|Tai Seng||Discontinued|SUB|4:3|14.95|NR|UNK|Action/Adventure|1.33:1|601641514248|2004-06-22 00:00:00|41223|2013-11-27 00:00:00|1
New Legend Of Shaolin|Tai Seng||Discontinued|SUB|4:3|14.95|NR|1994|Action/Adventure|1.33:1|507117930010|2006-09-26 00:00:00|91392|2013-11-27 00:00:00|1
New Legend Of Shaolin (Old Version)|Tai Seng||Discontinued|2.0|LBX|14.95|NR|1994|Action/Adventure|1.66:1|601643357447|2001-10-16 00:00:00|9264|2013-11-27 00:00:00|1
New Look: Samuel F. B. Morse's Gallery Of The Louvre|Terra Fndn. for American Art||Discontinued|2.0|4:3|14.95|NR|2011|Documentary|1.33:1|753885972398|2011-08-30 00:00:00|211894|2013-11-27 00:00:00|1
New Option|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2002|Foreign|1.85:1|601641305549|2003-04-29 00:00:00|27719|2013-11-27 00:00:00|1
Night Corridor|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2003|Foreign|1.85:1|601641449649|2004-10-19 00:00:00|48392|2013-11-27 00:00:00|1
Night Of Lust|Independent Int'l Films||Discontinued|SUB|4:3|19.99|UR|1962|Foreign|1.33:1|737885360294|2008-04-29 00:00:00|118248|2013-11-27 00:00:00|1
Nightmare (2000/ a.k.a. The Horror Game Movie)|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2000|Foreign|1.33:1|601641106344|2005-08-23 00:00:00|66558|2013-11-27 00:00:00|1
Nine Girls And A Ghost|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2002|Foreign|1.85:1|112113019012|2010-06-29 00:00:00|182499|2013-11-27 00:00:00|1
Ninja Checkmate (Special Edition)|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1997|Action/Adventure|1.33:1|601641054249|2002-08-27 00:00:00|18749|2013-11-27 00:00:00|1
Ninja Hunter|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1984|Action/Adventure|1.33:1|601643866345|2001-07-17 00:00:00|11508|2013-11-27 00:00:00|1
Ninja In The Deadly Trap (Special Edition)|Tai Seng||Discontinued|DUB|4:3|19.95|NR|1985|Action/Adventure|1.33:1|601643840949|2002-02-12 00:00:00|15519|2013-11-27 00:00:00|1
Ninja In The U.S.A.|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1988|Action/Adventure|1.33:1|601643865942|2001-11-20 00:00:00|13451|2013-11-27 00:00:00|1
Ninja Six (6-Disc): Ninja Hunter / Ninja In The Deadly Trap / Ninja In The USA / Ninja Vs. Bruce Lee / Ninja Vs. Ninja / ...|Tai Seng||Discontinued|DUB|4:3|19.95|NR|VAR|Foreign|1.33:1|507717905012|2006-08-29 00:00:00|89456|2013-11-27 00:00:00|1
Ninja Supremo|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1987|Action/Adventure|1.33:1|601641206242|2002-10-22 00:00:00|20721|2013-11-27 00:00:00|1
Ninja Vs. Bruce Lee|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1987|Action/Adventure|1.33:1|601643916040|2002-05-28 00:00:00|17199|2013-11-27 00:00:00|1
Ninja Vs. Ninja|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1987|Action/Adventure|1.33:1|601643865744|2001-08-14 00:00:00|12177|2013-11-27 00:00:00|1
Ninja Vs. Shaolin Guards|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1984|Action/Adventure|1.33:1|601643915944|2002-01-22 00:00:00|14697|2013-11-27 00:00:00|1
Ninja Wolves|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1979|Action/Adventure|1.33:1|601641206341|2002-10-22 00:00:00|20722|2013-11-27 00:00:00|1
No. 3|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1997|Foreign|1.85:1|601641201940|2004-10-19 00:00:00|48448|2013-11-27 00:00:00|1
Nothing So Strange (Special Edition)|Unsharp Mask||Discontinued|5.1|4:3|14.95|NR|2002|Drama|1.33:1|827912002379|2004-02-11 00:00:00|42681|2013-11-27 00:00:00|1
Nude Art With Tim Marlow|Microcinema International||Discontinued|2.0|4:3|29.99|NR|UNK|Documentary|1.33:1|880198123992|2011-02-22 00:00:00|197562|2013-11-27 00:00:00|1
Obesity (2012/ Book w/ DVD)|Mercury Learning & Information||Out|2.0|4:3|24.95|NR|2012|Special Interest|1.33:1|9781937585860|2013-11-30 00:00:00|234627|2013-11-26 00:00:00|1
Occupant (1984)|Tai Seng||Discontinued|SUB|LBX|24.95|NR|1984|Foreign|1.85:1|601643061344|1999-10-26 00:00:00|4323|2013-11-27 00:00:00|1
Octopus (1984): Series 7|MHz Networks||Out|SUB|4:3|39.95|NR|UNK|Foreign|1.33:1|815047013148|2012-05-01 00:00:00|228502|2013-11-27 00:00:00|1
Octopus (1984): Series 8 - 10|MHz Networks||Out|SUB|LBX, 16:9|39.95|NR|UNK|Foreign|1.78:1|815047013155|2012-05-01 00:00:00|228480|2013-11-27 00:00:00|1
Okinawa Rendez-vous|Tai Seng||Discontinued|5.1|LBX|19.95|NR|2000|Drama|1.85:1|601643850542|2002-11-26 00:00:00|21917|2013-11-27 00:00:00|1
Old Dogs & New Tricks: Complete Seasons 1 & 2|Wolfe||Out|2.0|LBX, 16:9|19.95|NR|VAR|TV Classics|1.78:1|754703764096|2013-11-26 00:00:00|254707|2013-11-26 00:00:00|1
On His Majesty's Secret Service|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2009|Foreign|2.35:1|112121089014|2009-11-24 00:00:00|170083|2013-11-27 00:00:00|1
On The Ecstasy Of Ski-Flying: Werner Herzog In Conversation With Karen Beckman|Slought Foundation||Discontinued|2.0|4:3|30|NR|2007|Documentary|1.33:1|796873076555|2008-08-26 00:00:00|139184|2013-11-27 00:00:00|1
On The Political Equator|Slought Foundation||Discontinued|2.0|4:3|30|NR|UNK|Special Interest|1.33:1|880198131898|2012-05-29 00:00:00|227733|2013-11-27 00:00:00|1
On The Run (1988)|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1988|Action/Adventure|1.85:1|601643061849|2002-07-30 00:00:00|18105|2013-11-27 00:00:00|1
Once A Thief (1991/ Tai Seng/ Special Edition)|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1991|Foreign|1.85:1|601643191744|2000-11-07 00:00:00|4360|2013-11-27 00:00:00|1
Once Upon A Time In China (Tai Seng/ Special Edition/ 128 Minute Version)|Tai Seng||Discontinued|SUB|LBX|49.95|NR|1991|Foreign|2.35:1|601643196145|1998-11-17 00:00:00|4364|2013-11-27 00:00:00|1
Once Upon A Time In China 2 (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|49.95|NR|1992|Foreign|2.35:1|601643269146|1998-11-17 00:00:00|4365|2013-11-27 00:00:00|1
Once Upon A Time In China 3 (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|49.95|NR|1993|Foreign|1.85:1|601643323343|1998-11-17 00:00:00|4366|2013-11-27 00:00:00|1
Once Upon A Time In China 4|Tai Seng||Discontinued|SUB|LBX|34.95|NR|1993|Foreign|1.85:1|601643332048|1999-02-23 00:00:00|4367|2013-11-27 00:00:00|1
One Arm Hero|Tai Seng||Discontinued|DUB|LBX|7.95|NR|1994|Action/Adventure|1.66:1|601643357041|2001-09-25 00:00:00|12375|2013-11-27 00:00:00|1
One Foot Off The Ground|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2006|Foreign|1.85:1|507120853016|2010-01-26 00:00:00|166604|2013-11-27 00:00:00|1
One Nite In Mongkok|Tai Seng||Discontinued|5.1|LBX|19.95|NR|2004|Foreign|2.35:1|601641695640|2006-02-28 00:00:00|78305|2013-11-27 00:00:00|1
Operation Billionaires|Tai Seng||Discontinued|2.0|LBX|9.95|NR|1998|Action/Adventure|1.85:1|601643644349|2002-06-25 00:00:00|17635|2013-11-27 00:00:00|1
Optics: An Introduction (Book w/ DVD)|Mercury Learning & Information||Out|2.0|4:3|89.95|NR|2013|Special Interest|1.33:1|9781938549700|2013-11-30 00:00:00|244855|2013-11-26 00:00:00|1
Option Zero (Special Edition)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1997|Foreign|1.85:1|601643575346|2001-04-03 00:00:00|4402|2013-11-27 00:00:00|1
Organized Crime And Triad Bureau (Special Edition) / Man Wanted|Tai Seng||Discontinued|SUB|LBX|19.95|NR|VAR|Action/Adventure|1.85:1|601641119542|2002-04-30 00:00:00|16607|2013-11-27 00:00:00|1
Otto The Rhino|Phase 4 Films|2014-02-18 00:00:00|Pending|5.1|LBX, 16:9|24.99|NR|2013|Animation|1.85:1|625828627316|2014-02-18 00:00:00|256447|2013-11-26 00:00:00|0
Out There|Microcinema International||Discontinued|2.0|4:3|24.98|NR|UNK|Special Interest|1.33:1|859392001047|2007-05-29 00:00:00|110037|2013-11-27 00:00:00|1
Over The Rainbow (2002)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2002|Foreign|1.85:1|601641653343|2005-05-17 00:00:00|61469|2013-11-27 00:00:00|1
Owl Vs. Bombo|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1984|Foreign|1.66:1|601643714448|2001-10-30 00:00:00|13140|2013-11-27 00:00:00|1
Paradise Villa|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Foreign|1.85:1|601641220248|2002-12-10 00:00:00|22445|2013-11-27 00:00:00|1
Parhelion & Zac Keiller: Farthest North (Deluxe Limited Edition/ DVD/CD Combo)|Cyclic Law||Out|2.0|4:3|19.9|NR|UNK|Music|1.33:1|765857849249|2013-11-26 00:00:00|254086|2013-11-26 00:00:00|1
Partners (2002)|Tai Seng||Discontinued|5.1/DTS|LBX|9.95|NR|2002|Action/Adventure|1.85:1|601641177849|2002-09-17 00:00:00|19606|2013-11-27 00:00:00|1
Patriotic Knights|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2006|Foreign|1.33:1|312717948019|2007-08-28 00:00:00|114920|2013-11-27 00:00:00|1
Peace Hotel (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1995|Foreign|1.85:1|601643414546|2000-12-05 00:00:00|8980|2013-11-27 00:00:00|1
Peacock King|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1988|Foreign|1.85:1|601643064246|1999-09-07 00:00:00|4512|2013-11-27 00:00:00|1
Peking Opera Blues|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1986|Foreign|1.85:1|601643064543|1999-10-26 00:00:00|4520|2013-11-27 00:00:00|1
Pencak Silat: The Indonesian Art Of Fighting: Defense Against Blades: More than 80 Self Defense Techniques|BayView Films||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|874482005163|2013-11-26 00:00:00|252092|2013-11-26 00:00:00|1
Pencak Silat: The Indonesian Art Of Fighting: Lankas Breathing & Fighting Techniques, Vol. 2|BayView Films||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|874482005156|2013-11-26 00:00:00|252085|2013-11-26 00:00:00|1
Penchak Silat: Absolute Efficiency With Franck Ropers|BayView Films||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|874482005118|2013-11-26 00:00:00|252071|2013-11-26 00:00:00|1
Perfect Wedding (2010)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2010|Foreign|2.35:1|112121884015|2011-02-22 00:00:00|197850|2013-11-27 00:00:00|1
Perhaps Love|Tai Seng||Discontinued|SUB|LBX|7.95|NR|2005|Foreign|1.85:1|507118979025|2007-12-18 00:00:00|124426|2013-11-27 00:00:00|1
Perhaps Love (Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2005|Foreign|1.85:1|112119705049|2008-07-29 00:00:00|138626|2013-11-27 00:00:00|1
Perpetual Peace|Slought Foundation||Discontinued|2.0|4:3|30|NR|2011|Documentary|1.33:1|884501466707|2011-04-26 00:00:00|202851|2013-11-27 00:00:00|1
Pervert's Guide To Ideology|Zeitgeist|2014-02-18 00:00:00|Pending|2.0|LBX, 16:9|29.99|NR|2012|Documentary|1.85:1|795975115933|2014-02-18 00:00:00|256450|2013-11-27 00:00:00|0
Pete's Christmas (Rental Ready)|ARC Entertainment||Out|2.0|LBX, 16:9|20.99|PG|2013|Family|1.78:1|796019827270|2013-11-26 00:00:00|250801|2013-11-26 00:00:00|1
Peter Weibel, Rewriter: Early [Conceptual] Photographs, [Expanded] Films, [Body] Videos And [Contextual] Works, 1964-1975|Slought Foundation||Discontinued|2.0|4:3|30|NR|2009|Special Interest|1.33:1|884501163187|2009-09-29 00:00:00|165804|2013-11-27 00:00:00|1
Peyote|Queer Culture Cinema||Out|SUB|LBX, 16:9|24.99|NR|2013|Foreign|1.85:1|857965003733|2013-11-26 00:00:00|251547|2013-11-26 00:00:00|1
Phantom Lover (Special Edition)|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1995|Drama|2.35:1|601643783246|2001-03-13 00:00:00|8046|2013-11-27 00:00:00|1
Photo: A History From Behind The Lens|Athena||Out|2.0|LBX, 16:9|49.99|NR|UNK|Documentary|1.78:1|054961206599|2013-11-26 00:00:00|251670|2013-11-26 00:00:00|1
Photograph Restoration And Enhancement Using Adobe Photoshop (Book w/ DVD)|Mercury Learning & Information||Out|2.0|4:3|59.95|NR|2012|Special Interest|1.33:1|9781936420391|2013-11-30 00:00:00|226380|2013-11-26 00:00:00|1
Piano Man|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1996|Foreign|1.85:1|601641653442|2005-06-21 00:00:00|63168|2013-11-27 00:00:00|1
Picture Of A Nymph|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1988|Foreign|1.85:1|601643065540|2001-10-30 00:00:00|13141|2013-11-27 00:00:00|1
Play Piano Today (Rev. Ed.)|Hal Leonard||Out|2.0|4:3|14.99|NR|2013|Special Interest|1.33:1|884088910211|2013-11-26 00:00:00|256179|2013-11-26 00:00:00|1
Please Kill Mr. Know It All|Monarch||Out|2.0|LBX, 16:9|24.95|NR|2012|Comedy|2.35:1|723952078933|2013-11-26 00:00:00|251717|2013-11-26 00:00:00|1
Please Teach Me English|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2003|Foreign|1.33:1|601641530248|2006-09-26 00:00:00|92255|2013-11-27 00:00:00|1
Poet (1998/ Foreign)|Tai Seng||Discontinued|SUB|4:3|14.95|NR|1998|Foreign|1.33:1|601643642840|2004-09-21 00:00:00|46921|2013-11-27 00:00:00|1
Pom Pom And Hot Hot|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1992|Foreign|1.85:1|601643281148|1999-12-07 00:00:00|4773|2013-11-27 00:00:00|1
Popee|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2002|Foreign|1.33:1|601641653749|2005-07-26 00:00:00|65044|2013-11-27 00:00:00|1
Porque El Amor Manda|Televisa||Out|SUB|LBX, 16:9|19.97|NR|2012|Foreign|1.78:1|883476131238|2013-11-26 00:00:00|251016|2013-11-26 00:00:00|1
Portland Street Blues|Tai Seng||Discontinued|SUB|LBX|16.95|NR|1998|Foreign|1.85:1|601643587943|1999-12-07 00:00:00|4781|2013-11-27 00:00:00|1
Possessed (2002)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2002|Foreign|1.78:1|601641281942|2006-08-29 00:00:00|89500|2013-11-27 00:00:00|1
Postman Fights Back (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|14.95|R|1981|Foreign|1.85:1|601643234649|1999-04-27 00:00:00|4793|2013-11-27 00:00:00|1
Power Of Kangwon Province|Tai Seng||Discontinued|2.0|4:3|14.98|NR|1998|Foreign|1.33:1|601641616942|2006-03-28 00:00:00|79280|2013-11-27 00:00:00|1
Powerful Four|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1992|Action/Adventure|1.85:1|601643200842|2001-06-19 00:00:00|11342|2013-11-27 00:00:00|1
Precious Moments|Asiaview Entertainment||Discontinued|SUB|4:3|19.95|NR|1999|Foreign|1.33:1|600968805329|2000-06-27 00:00:00|6759|2013-11-27 00:00:00|1
Preludes: Selected Works Of Peter Mettler: Scissere / Eastern Avenue / Balifilm|Grimthorpe Film||Discontinued|2.0|4:3|29.95|NR|VAR|Special Interest|1.33:1|094922719300|2007-08-28 00:00:00|114147|2013-11-27 00:00:00|1
Pride And Prejudice (1995/ A&E Video)|A&E Video||Out|2.0|LBX, 16:9|19.98|NR|1995|Drama|2.35:1|733961206739|2010-04-27 00:00:00|176735|2013-11-27 00:00:00|1
Prison On Fire 2|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1991|Foreign|1.85:1|601643267043|1999-10-26 00:00:00|4842|2013-11-27 00:00:00|1
Prison On Fire: Preacher|Tai Seng||Discontinued|DUB|LBX|14.95|NR|2002|Foreign|1.85:1|601641301145|2003-04-22 00:00:00|27673|2013-11-27 00:00:00|1
Project A (2007): TV Series (7-Disc)|Tai Seng||Discontinued|SUB|LBX|49.95|NR|2007|Foreign|1.85:1|312718794011|2008-02-26 00:00:00|128638|2013-11-27 00:00:00|1
Project A 2|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1987|Foreign|2.35:1|601643068244|2000-08-15 00:00:00|4858|2013-11-27 00:00:00|1
